"pid_ALL_EPI-NPC","pid_ALL_ESC-EPI-NPC","pid_ALL_ESC-EPI","pid_E14_EPI-NPC","pid_E14_ESC-EPI-NPC","pid_E14_ESC-EPI","pid_R1_EPI-NPC","pid_R1_ESC-EPI-NPC","pid_R1_ESC-EPI"
0.599168861532752,0.147061986094767,0.32556277856749,0.367216012832723,0.081904125127102,0.422727847984802,0.849043897283608,0.375963831084318,0.511358796296248
1.28585972974803,0.855310880989374,0.777287835339815,0.434618771958807,0.473968560463918,1.13271338302951,1.53325331000927,0.947659803753038,0.19827676252829
0.290898663546268,0.613431292447657,0.292586150423903,0.294744629482631,0.290800115927647,0.154087249733971,0.0735578294110335,0.21518934542026,0.996017135438139
1.06134785144814,0.953757954776122,0.688254103532484,0.248845661045448,0.254086512996381,0.205065650891306,1.69219508046386,1.59176833012762,0.886558464853827
0.173683159705958,0.219178747545664,0.339969198427802,1.07228084296678,0.935514126584953,0.395501895100087,0.201839458418397,0.0603834638085273,0.233481522686747
1.37931098580756,0.105052058646602,0.465377035149034,0.096115107024342,0.110448107004554,0.407489529995929,0.395477207129503,0.0563773336540105,0.792420904976214
0.310482153457217,0.309716273937735,0.259771130570062,0.0807135672967972,0.0246921418596307,0.333240131703971,1.15727796209795,1.0379696209584,0.672410078417037
0.898282361057492,1.21544912241593,0.794016267309421,1.47248195406096,1.76382309439256,1.48336253006486,0.0942148642528206,0.227312460133268,1.47182363208573
0.107759212023925,0.102783379734054,0.0702601614900109,0.472511072300281,0.267248054078783,0.133523381129576,0.0883879231320337,0.218664613926483,0.142030122460534
0.912805561340145,0.866859534456699,0.670879574800956,0.762851955180257,0.781656150474925,1.62724324758267,1.71364487383245,1.70656214581275,1.68233233813643
1.21708871149331,1.44873483153988,1.18641482434571,1.43180152717924,1.41229504264287,0.845754467757968,1.61243663170604,1.82223175916653,1.78649327491961
0.565447333626952,0.238152875232247,1.48498788130506,1.50687558860608,1.07791975536822,1.83242938713311,0.228767967135395,0.165584730512651,0.086544391506329
1.18474730162022,0.458494838683329,0.773377659795888,1.75152567537249,0.14718578453521,0.861529561778201,0.527870147666898,0.576632625366996,0.521826747128603
1.29657246572387,1.42910898305015,0.45882964931762,0.162916662176088,0.149475029182081,0.418535439583357,1.75853966765819,1.62667544785371,0.395639441636349
1.80235035714357,0.995534028416886,1.22948081192095,1.1711365770278,0.196063912220115,0.204619675817403,1.84907029488589,1.79578615965133,1.82765927929851
0.399248731560886,0.345372906681764,0.0874692694322062,1.06694176122991,0.952731234441152,0.109037893413857,0.524183698605372,0.436788944740711,1.34364347590185
1.86482245110116,1.86799809487174,0.23617833490787,1.42164203628157,1.49721943006342,0.211220043889606,1.97678552679102,1.9716926269331,0.339958849940834
1.77252718639044,1.87248824138692,0.814511132621545,0.931389995919348,1.69538214565302,1.27639362866272,0.130918415767616,0.0532951256099015,0.274682349006739
0.701583356741054,0.250642393286253,0.784637626910634,0.270011865731786,0.549818936553991,1.10512438692568,0.520254624231058,0.406422189898649,0.122546253164341
1.31666785201331,1.27631718027311,0.54460468394271,1.44661493779955,1.51607454881071,0.607591655242945,0.431806652897307,0.340270130820781,0.798744094919821
0.635044292992541,0.478705107407861,0.992564758790734,0.607628556031512,0.515612531948344,1.19115193863932,0.804943359099436,0.786636676418872,1.0007112822005
1.78074657694501,1.84375625050097,1.58794296270531,1.82933896954907,1.80284475411214,1.70571074368007,1.70350921314941,1.86541180707039,0.966100872580225
0.684488355723065,0.500284288395224,0.122837373936327,0.518550716268243,0.199597755721029,0.197811384030562,1.10312993511479,1.10258027484058,1.43892774278885
0.606716497921523,0.638425208486988,0.774548885245077,0.239427421828665,0.617163843283658,1.48024061540521,0.966554988943021,1.06537477241519,0.626240056777458
0.866043822399545,1.04464192541529,0.182646863175851,0.171563556639855,0.272293008857275,0.047884093065048,1.6174326036072,1.2805274195557,0.483230742645041
1.5295567043041,1.14171116988894,0.168787069115367,1.60817308541458,1.17962908797815,0.0727606478610848,0.932700327853507,0.890904201552778,1.04940910550604
0.661392323600711,0.864175601046922,0.305047792534514,0.805998289736393,1.00593617055172,0.779163878276375,0.555247124013922,1.0555365165159,1.24942560499667
0.519409711074953,0.516734988066513,0.533498270565081,0.873813800035396,0.76092229440362,0.355415537742611,0.403663438989182,0.645962381068926,1.08882326121627
