gene	cell	time	entropy
Mki67ip	E14	0	1.6727580872515626
Mki67ip	E14	24	2.5261521334343957
Mki67ip	E14	48	2.3215345065116932
Mki67ip	E14	72	2.63182699363118
Mki67ip	E14	96	2.8862086756762544
Mki67ip	E14	120	2.3313981188885067
Mki67ip	E14	168	1.5159951686501567
Mki67ip	R1	0	2.2668174375081755
Mki67ip	R1	24	1.955193621242644
Mki67ip	R1	48	2.575188051475311
Mki67ip	R1	72	2.1138534676814538
Mki67ip	R1	96	2.0931941374152627
Mki67ip	R1	120	2.3687958830188283
Mki67ip	R1	168	1.757560154902171
Myc	E14	0	1.0409997747351323
Myc	E14	24	1.2902349797083832
Myc	E14	48	1.4501812047580172
Myc	E14	72	1.4003999716274667
Myc	E14	96	1.6741776916795605
Myc	E14	120	1.2650755957710837
Myc	E14	168	0.8802779069946546
Myc	R1	0	0.7215977264193654
Myc	R1	24	1.739781986239364
Myc	R1	48	1.4376926704128359
Myc	R1	72	1.7622245142668822
Myc	R1	96	0.2797183987336893
Myc	R1	120	1.7248973106375205
Myc	R1	168	1.9252494540295626
Myst3	E14	0	1.4740834047088858
Myst3	E14	24	1.4430550381656415
Myst3	E14	48	1.188124713590343
Myst3	E14	72	1.4259626807118821
Myst3	E14	96	1.860860059651757
Myst3	E14	120	1.5022827923738742
Myst3	E14	168	1.5436041415093804
Myst3	R1	0	0.5967929534107655
Myst3	R1	24	0.930293355230756
Myst3	R1	48	1.8513881352747574
Myst3	R1	72	2.1377866205718545
Myst3	R1	96	1.70049010215463
Myst3	R1	120	1.704303868089254
Myst3	R1	168	2.093315669103031
Nanog	E14	0	0.8543120782515897
Nanog	E14	24	1.9484596685431312
Nanog	E14	48	1.5028558961743688
Nanog	E14	72	1.755393934005967
Nanog	E14	96	1.1117037829324456
Nanog	E14	120	0.709248458787702
Nanog	E14	168	0.8105713693184625
Nanog	R1	0	0.6235357180112028
Nanog	R1	24	2.316408163139365
Nanog	R1	48	1.7446894228987324
Nanog	R1	72	0.5402113273830914
Nanog	R1	96	1.805395053278692
Nanog	R1	120	1.5921715981511952
Nanog	R1	168	0.6965432291573905
Ncam1	E14	0	0.18312206830137276
Ncam1	E14	24	0.16866093149667025
Ncam1	E14	48	-0.0
Ncam1	E14	72	-0.0
Ncam1	E14	96	-0.0
Ncam1	E14	120	-0.0
Ncam1	E14	168	-0.0
Ncam1	R1	0	-0.0
Ncam1	R1	24	-0.0
Ncam1	R1	48	-0.0
Ncam1	R1	72	-0.0
Ncam1	R1	96	-0.0
Ncam1	R1	120	-0.0
Ncam1	R1	168	-0.0
Nestin	E14	0	1.592650911198494
Nestin	E14	24	1.1469460833657426
Nestin	E14	48	1.3399176847084586
Nestin	E14	72	1.0211372304969277
Nestin	E14	96	2.012078102547235
Nestin	E14	120	1.6533263966795908
Nestin	E14	168	1.9059310331948618
Nestin	R1	0	1.1527891587571681
Nestin	R1	24	1.2430476161684059
Nestin	R1	48	1.3889132684942234
Nestin	R1	72	0.7950217627179782
Nestin	R1	96	1.4787390440287649
Nestin	R1	120	1.5365272032438286
Nestin	R1	168	1.8042437543829097
Notch1	E14	0	2.302940541382617
Notch1	E14	24	2.1582505891351893
Notch1	E14	48	2.1458906789910404
Notch1	E14	72	1.6972616010976316
Notch1	E14	96	2.2708378110288137
Notch1	E14	120	2.375855454549384
Notch1	E14	168	1.7427680981978182
Notch1	R1	0	2.2718410946036083
Notch1	R1	24	1.2655627858647376
Notch1	R1	48	1.823218039343159
Notch1	R1	72	2.06665052283715
Notch1	R1	96	2.0086861944696617
Notch1	R1	120	1.715912515243562
Notch1	R1	168	1.0778466886270197
Nr0b1	E14	0	0.3753696550654091
Nr0b1	E14	24	1.3395275886882343
Nr0b1	E14	48	0.8664325197519335
Nr0b1	E14	72	0.4651030230324241
Nr0b1	E14	96	0.3093571832577959
Nr0b1	E14	120	-0.0
Nr0b1	E14	168	-0.0
Nr0b1	R1	0	0.61843523724713
Nr0b1	R1	24	1.734896683685719
Nr0b1	R1	48	0.9150007313469528
Nr0b1	R1	72	-0.0
Nr0b1	R1	96	-0.0
Nr0b1	R1	120	-0.0
Nr0b1	R1	168	-0.0
Nr5a2	E14	0	0.32424247533723566
Nr5a2	E14	24	1.8095000643382524
Nr5a2	E14	48	0.4862338355039765
Nr5a2	E14	72	0.27701906468588877
Nr5a2	E14	96	0.30566214808350683
Nr5a2	E14	120	-0.0
Nr5a2	E14	168	0.17101413880941552
Nr5a2	R1	0	0.3737077932337327
Nr5a2	R1	24	1.5730574065912972
Nr5a2	R1	48	1.2632240354650843
Nr5a2	R1	72	0.1584837330973305
Nr5a2	R1	96	-0.0
Nr5a2	R1	120	0.16768127731175414
Nr5a2	R1	168	-0.0
Nr6a1	E14	0	1.69493828735415
Nr6a1	E14	24	1.6414376929702261
Nr6a1	E14	48	1.4011014112812807
Nr6a1	E14	72	1.4516142599792066
Nr6a1	E14	96	1.7644919577088918
Nr6a1	E14	120	1.4690604843299955
Nr6a1	E14	168	0.8803579715978321
Nr6a1	R1	0	0.8837107048060611
Nr6a1	R1	24	1.351898598214976
Nr6a1	R1	48	1.2614966777342256
Nr6a1	R1	72	1.5416681428800982
Nr6a1	R1	96	1.491602567347025
Nr6a1	R1	120	1.7029945642989381
Nr6a1	R1	168	1.4122509862781887
Olig1	E14	0	-0.0
Olig1	E14	24	0.16866093149667025
Olig1	E14	48	-0.0
Olig1	E14	72	0.15649106290570167
Olig1	E14	96	0.28639695711595603
Olig1	E14	120	0.4549141394271333
Olig1	E14	168	-0.0
Olig1	R1	0	-0.0
Olig1	R1	24	0.20559250818508304
Olig1	R1	48	0.1654270339962668
Olig1	R1	72	0.15374218032876175
Olig1	R1	96	-0.0
Olig1	R1	120	0.3718790375116517
Olig1	R1	168	-0.0
Olig2	E14	0	-0.0
Olig2	E14	24	-0.0
Olig2	E14	48	-0.0
Olig2	E14	72	0.15649106290570167
Olig2	E14	96	0.28639695711595603
Olig2	E14	120	0.1623261801753929
Olig2	E14	168	0.28144898429603327
Olig2	R1	0	-0.0
Olig2	R1	24	-0.0
Olig2	R1	48	-0.0
Olig2	R1	72	-0.0
Olig2	R1	96	-0.0
Olig2	R1	120	-0.0
Olig2	R1	168	0.15935006268563434
Otx2	E14	0	1.8584549317820305
Otx2	E14	24	1.8449963414400872
Otx2	E14	48	1.8559042594332316
Otx2	E14	72	1.2290545511460762
Otx2	E14	96	0.6107384567225743
Otx2	E14	120	0.2917560472109102
Otx2	E14	168	0.1733123594045518
Otx2	R1	0	1.4988866994871473
Otx2	R1	24	1.6031566451197103
Otx2	R1	48	1.770616096433745
Otx2	R1	72	1.9325540918175823
Otx2	R1	96	2.4982046072068345
Otx2	R1	120	1.5679847184504931
Otx2	R1	168	1.529387867291641
Pax6	E14	0	0.6178370773910029
Pax6	E14	24	0.7270169715270401
Pax6	E14	48	0.29490818186474044
Pax6	E14	72	1.269815011936461
Pax6	E14	96	1.2801833201613977
Pax6	E14	120	1.6286127056419746
Pax6	E14	168	1.2167916792250555
Pax6	R1	0	0.3773434130284537
Pax6	R1	24	1.020660260660292
Pax6	R1	48	0.17204673275639695
Pax6	R1	72	0.45731271985827027
Pax6	R1	96	0.27612044390451523
Pax6	R1	120	0.48162450623454905
Pax6	R1	168	0.7035889605979335
Pou5f1	E14	0	1.5076630601553769
Pou5f1	E14	24	2.287003949739944
Pou5f1	E14	48	1.5250912238374694
Pou5f1	E14	72	1.787627885809127
Pou5f1	E14	96	0.31396612342922703
Pou5f1	E14	120	0.4864931138775272
Pou5f1	E14	168	-0.0
Pou5f1	R1	0	0.8989840927944721
Pou5f1	R1	24	1.6333514391431039
Pou5f1	R1	48	1.458819528185488
Pou5f1	R1	72	1.2566494739606051
Pou5f1	R1	96	2.362540846630005
Pou5f1	R1	120	1.3489961872238205
Pou5f1	R1	168	0.16659482555079544
Prmt6	E14	0	1.1775467982712173
Prmt6	E14	24	1.4691199358215739
Prmt6	E14	48	1.4862103316844142
Prmt6	E14	72	1.6491109329440632
Prmt6	E14	96	1.999038414432167
Prmt6	E14	120	1.4730990308148282
Prmt6	E14	168	0.9353015930121359
Prmt6	R1	0	1.067628550452365
Prmt6	R1	24	0.9156990156563687
Prmt6	R1	48	1.1041294538469193
Prmt6	R1	72	1.0261126655517385
Prmt6	R1	96	1.0632437217336028
Prmt6	R1	120	1.2852476566268443
Prmt6	R1	168	1.7389006339331312
Prmt7	E14	0	1.141475599559593
Prmt7	E14	24	1.7087896554123017
Prmt7	E14	48	1.8834861875309177
Prmt7	E14	72	1.2177973453258117
Prmt7	E14	96	2.381050101125751
Prmt7	E14	120	2.3215463068909634
Prmt7	E14	168	1.6070173756788453
Prmt7	R1	0	1.55811876432222
Prmt7	R1	24	0.9076958476079217
Prmt7	R1	48	0.8206925617402908
Prmt7	R1	72	1.6398490372499577
Prmt7	R1	96	2.336150603167835
Prmt7	R1	120	1.8626542629556808
Prmt7	R1	168	2.1933736703419893
Ptpn11	E14	0	0.637218726917242
Ptpn11	E14	24	1.3514917470574868
Ptpn11	E14	48	1.097477005250587
Ptpn11	E14	72	1.171575405709909
Ptpn11	E14	96	1.347629916872082
Ptpn11	E14	120	1.1599440765769031
Ptpn11	E14	168	1.527637587496903
Ptpn11	R1	0	1.2701450646899572
Ptpn11	R1	24	1.0072168732409197
Ptpn11	R1	48	1.163214637525871
Ptpn11	R1	72	1.221301649928325
Ptpn11	R1	96	0.9148063734316182
Ptpn11	R1	120	1.2885043282476538
Ptpn11	R1	168	1.6754812210261587
Rai1	E14	0	1.2804689709809538
Rai1	E14	24	1.499355613121869
Rai1	E14	48	1.1711070918495454
Rai1	E14	72	1.1207543382250247
Rai1	E14	96	1.4230560668635477
Rai1	E14	120	0.4494740318913679
Rai1	E14	168	1.1858455800701964
Rai1	R1	0	1.5400657072146327
Rai1	R1	24	0.9740056212383246
Rai1	R1	48	1.1756813299395734
Rai1	R1	72	1.3522521316683032
Rai1	R1	96	1.1220390600744299
Rai1	R1	120	0.7643066075218989
Rai1	R1	168	1.5424274129472568
Rcc1	E14	0	2.1327227282180203
Rcc1	E14	24	2.4583279094758317
Rcc1	E14	48	2.595522894168393
Rcc1	E14	72	1.7976649729571021
Rcc1	E14	96	2.1356962910030197
Rcc1	E14	120	2.117832052352666
Rcc1	E14	168	1.184660680853918
Rcc1	R1	0	1.7274453549109001
Rcc1	R1	24	1.5525099906804591
Rcc1	R1	48	2.022882566382942
Rcc1	R1	72	2.41896334790487
Rcc1	R1	96	2.5069868333106773
Rcc1	R1	120	2.168176200404525
Rcc1	R1	168	2.4200627074321672
Rest	E14	0	1.030516132986495
Rest	E14	24	1.053637151266091
Rest	E14	48	1.3049042467360432
Rest	E14	72	2.1493174880390393
Rest	E14	96	1.7438256501283078
Rest	E14	120	2.116333749167012
Rest	E14	168	2.129905867477895
Rest	R1	0	1.0249486210957566
Rest	R1	24	0.6150533593945352
Rest	R1	48	1.3049042467360432
Rest	R1	72	1.517926219405917
Rest	R1	96	0.8914423399178195
Rest	R1	120	0.8026710066748386
Rest	R1	168	1.3548085614033876
Sall4	E14	0	0.8138522943124129
Sall4	E14	24	1.2214597311594442
Sall4	E14	48	0.9681349061008222
Sall4	E14	72	0.9603222514641541
Sall4	E14	96	2.1824041463226687
Sall4	E14	120	1.9139912999668263
Sall4	E14	168	2.0357609248441695
Sall4	R1	0	0.22452342910605885
Sall4	R1	24	0.21851007758228047
Sall4	R1	48	0.4633648475990564
Sall4	R1	72	1.5437939219865204
Sall4	R1	96	1.5339251295751355
Sall4	R1	120	1.4493447215349513
Sall4	R1	168	0.980816288035659
Setdb1	E14	0	0.9864067725201431
Setdb1	E14	24	1.0303051641684677
Setdb1	E14	48	1.1572171243647957
Setdb1	E14	72	1.575170185866417
Setdb1	E14	96	1.6898378681513968
Setdb1	E14	120	1.3548625759612098
Setdb1	E14	168	1.959476648607568
Setdb1	R1	0	0.44040725935990743
Setdb1	R1	24	0.42885776533869674
Setdb1	R1	48	1.2804283294884613
Setdb1	R1	72	1.8086311263830526
Setdb1	R1	96	1.6753038678427299
Setdb1	R1	120	1.5776841362011509
Setdb1	R1	168	1.9594982707598765
Smad1	E14	0	1.3188934817836848
Smad1	E14	24	1.2046672787280996
Smad1	E14	48	0.9568034385818573
Smad1	E14	72	0.7046497345326779
Smad1	E14	96	1.538441737813617
Smad1	E14	120	1.1450413593600401
Smad1	E14	168	1.295492251693375
Smad1	R1	0	1.4580988554132852
Smad1	R1	24	1.5084899618127254
Smad1	R1	48	1.2361762869696213
Smad1	R1	72	1.349300083223434
Smad1	R1	96	0.5458305381832104
Smad1	R1	120	1.4287935492140433
Smad1	R1	168	1.885093681250204
Smarca4	E14	0	-0.0
Smarca4	E14	24	-0.0
Smarca4	E14	48	-0.0
Smarca4	E14	72	-0.0
Smarca4	E14	96	-0.0
Smarca4	E14	120	-0.0
Smarca4	E14	168	-0.0
Smarca4	R1	0	-0.0
Smarca4	R1	24	-0.0
Smarca4	R1	48	-0.0
Smarca4	R1	72	-0.0
Smarca4	R1	96	-0.0
Smarca4	R1	120	-0.0
Smarca4	R1	168	-0.0
Smarcc1	E14	0	1.2389736033580327
Smarcc1	E14	24	1.445246145910468
Smarcc1	E14	48	1.811327791246347
Smarcc1	E14	72	1.1477334817559486
Smarcc1	E14	96	2.192447316099676
Smarcc1	E14	120	1.566985407287538
Smarcc1	E14	168	1.9219293802894244
Smarcc1	R1	0	1.8092712939548252
Smarcc1	R1	24	1.244067997965092
Smarcc1	R1	48	1.5715666276497537
Smarcc1	R1	72	1.8760927064610189
Smarcc1	R1	96	2.0291491955729417
Smarcc1	R1	120	1.6603414348938996
Smarcc1	R1	168	2.1339710167062838
Socs3	E14	0	1.8407074392575953
Socs3	E14	24	0.4702045117147191
Socs3	E14	48	1.1301738449207244
Socs3	E14	72	1.572727119497375
Socs3	E14	96	1.1117037829324456
Socs3	E14	120	1.213154499876666
Socs3	E14	168	1.049362705852597
Socs3	R1	0	1.670582180043933
Socs3	R1	24	0.6084727515557231
Socs3	R1	48	1.3888213646461742
Socs3	R1	72	1.6687386565221294
Socs3	R1	96	0.8753163334477339
Socs3	R1	120	1.459271297740587
Socs3	R1	168	1.4703573025976344
Sox1	E14	0	-0.0
Sox1	E14	24	-0.0
Sox1	E14	48	-0.0
Sox1	E14	72	0.8537939487169196
Sox1	E14	96	-0.0
Sox1	E14	120	0.2764346883181492
Sox1	E14	168	-0.0
Sox1	R1	0	-0.0
Sox1	R1	24	0.3456535107543832
Sox1	R1	48	-0.0
Sox1	R1	72	0.15374218032876175
Sox1	R1	96	-0.0
Sox1	R1	120	-0.0
Sox1	R1	168	-0.0
Sox2	E14	0	1.1106420868398261
Sox2	E14	24	1.7569338490965964
Sox2	E14	48	1.4839851833921855
Sox2	E14	72	1.4399089845425457
Sox2	E14	96	2.1498845672384914
Sox2	E14	120	1.4690604843299955
Sox2	E14	168	1.071702229064816
Sox2	R1	0	1.1837334831405069
Sox2	R1	24	1.5102555524716654
Sox2	R1	48	1.0157756319743032
Sox2	R1	72	0.8559279515739928
Sox2	R1	96	0.7510439561662843
Sox2	R1	120	0.6358672692350098
Sox2	R1	168	0.7749670486163105
Stat3	E14	0	1.3516019213056
Stat3	E14	24	1.5676656996085656
Stat3	E14	48	2.063748788080581
Stat3	E14	72	1.9819276169009776
Stat3	E14	96	1.5384417378136173
Stat3	E14	120	1.766832176266247
Stat3	E14	168	1.853202069618448
Stat3	R1	0	1.224777693571088
Stat3	R1	24	1.759724685029021
Stat3	R1	48	1.7954300651185546
Stat3	R1	72	1.9270655006218373
Stat3	R1	96	1.0151715130632992
Stat3	R1	120	1.6575001010500354
Stat3	R1	168	1.8126432331486309
T	E14	0	-0.0
T	E14	24	-0.0
T	E14	48	-0.0
T	E14	72	-0.0
T	E14	96	-0.0
T	E14	120	-0.0
T	E14	168	-0.0
T	R1	0	-0.0
T	R1	24	-0.0
T	R1	48	-0.0
T	R1	72	-0.0
T	R1	96	-0.0
T	R1	120	-0.0
T	R1	168	-0.0
Tbx3	E14	0	1.0196241361484741
Tbx3	E14	24	1.0105074596251664
Tbx3	E14	48	0.45806076313059013
Tbx3	E14	72	-0.0
Tbx3	E14	96	0.5180261204382823
Tbx3	E14	120	0.5660740764722373
Tbx3	E14	168	0.17204673275639695
Tbx3	R1	0	0.7172359014951162
Tbx3	R1	24	1.5039445056292349
Tbx3	R1	48	0.45806076313059013
Tbx3	R1	72	0.15935607560479367
Tbx3	R1	96	0.5359207700573811
Tbx3	R1	120	0.7625091496369021
Tbx3	R1	168	0.7068434341201613
Tcf7l1	E14	0	0.33119169257519887
Tcf7l1	E14	24	1.620919946012076
Tcf7l1	E14	48	1.5442292801108486
Tcf7l1	E14	72	2.193764218367951
Tcf7l1	E14	96	1.027634124162824
Tcf7l1	E14	120	1.5806287589472594
Tcf7l1	E14	168	1.8826884219460291
Tcf7l1	R1	0	1.0249486210957566
Tcf7l1	R1	24	1.6416124898894056
Tcf7l1	R1	48	1.0378604664147038
Tcf7l1	R1	72	1.093416382229606
Tcf7l1	R1	96	1.7234404340688583
Tcf7l1	R1	120	0.9185856500609819
Tcf7l1	R1	168	1.7492970518337352
Tcl1	E14	0	1.9265154709914452
Tcl1	E14	24	0.6700176781440189
Tcl1	E14	48	-0.0
Tcl1	E14	72	-0.0
Tcl1	E14	96	-0.0
Tcl1	E14	120	-0.0
Tcl1	E14	168	-0.0
Tcl1	R1	0	1.7811971278804006
Tcl1	R1	24	0.5696479958525095
Tcl1	R1	48	-0.0
Tcl1	R1	72	-0.0
Tcl1	R1	96	0.2761204439045153
Tcl1	R1	120	-0.0
Tcl1	R1	168	-0.0
Tgm2	E14	0	1.0875851977814652
Tgm2	E14	24	0.46234453776325946
Tgm2	E14	48	0.5535473210039261
Tgm2	E14	72	-0.0
Tgm2	E14	96	-0.0
Tgm2	E14	120	-0.0
Tgm2	E14	168	0.2928360121183476
Tgm2	R1	0	0.5764544520790282
Tgm2	R1	24	0.5622588012814014
Tgm2	R1	48	0.39576870401291997
Tgm2	R1	72	0.7224231298702989
Tgm2	R1	96	1.3640465862092717
Tgm2	R1	120	1.0065775602271927
Tgm2	R1	168	0.5339875890530542
Trp53	E14	0	1.7458782305414726
Trp53	E14	24	2.433987678546426
Trp53	E14	48	0.9382878183235259
Trp53	E14	72	0.8043145196163205
Trp53	E14	96	2.433560808620718
Trp53	E14	120	1.9347360785166419
Trp53	E14	168	2.250656920565631
Trp53	R1	0	0.7257986326293329
Trp53	R1	24	1.703540551700246
Trp53	R1	48	1.017928420668985
Trp53	R1	72	1.7532196323434213
Trp53	R1	96	2.7106473049124498
Trp53	R1	120	1.5881954317613833
Trp53	R1	168	2.503446281025942
Tubb3	E14	0	1.5258120828172528
Tubb3	E14	24	2.3193929181643553
Tubb3	E14	48	2.279457191044199
Tubb3	E14	72	1.5189838563082447
Tubb3	E14	96	1.8742007145648445
Tubb3	E14	120	1.9347360785166416
Tubb3	E14	168	1.5715666276497542
Tubb3	R1	0	1.1129310168786346
Tubb3	R1	24	1.5303825351717661
Tubb3	R1	48	1.890143753263298
Tubb3	R1	72	1.890761328266665
Tubb3	R1	96	0.88924780556256
Tubb3	R1	120	1.5868163221075455
Tubb3	R1	168	2.005189062874419
Utf1	E14	0	2.1759542725039007
Utf1	E14	24	2.4534648771294316
Utf1	E14	48	1.600251200618556
Utf1	E14	72	1.9959444846340537
Utf1	E14	96	0.31196980683225317
Utf1	E14	120	0.290710418874646
Utf1	E14	168	-0.0
Utf1	R1	0	2.267727737920936
Utf1	R1	24	1.589227674805465
Utf1	R1	48	1.7747934698708145
Utf1	R1	72	1.906744505810738
Utf1	R1	96	2.130823477418895
Utf1	R1	120	1.7352048046519455
Utf1	R1	168	0.16609549132040746
Vim	E14	0	0.19360288311617982
Vim	E14	24	1.7394193570194738
Vim	E14	48	0.5086078905198116
Vim	E14	72	1.2547814603441367
Vim	E14	96	1.1951046019114382
Vim	E14	120	0.9312145636081323
Vim	E14	168	0.8206925617402909
Vim	R1	0	-0.0
Vim	R1	24	-0.0
Vim	R1	48	0.5864095766983239
Vim	R1	72	2.455782309795078
Vim	R1	96	1.877549400265063
Vim	R1	120	1.8429100411637456
Vim	R1	168	1.28355516531862
Wdr5	E14	0	1.4047573861858793
Wdr5	E14	24	1.6968850247199438
Wdr5	E14	48	1.7336122686782185
Wdr5	E14	72	1.606374776721328
Wdr5	E14	96	1.8747678874764788
Wdr5	E14	120	2.374431927626368
Wdr5	E14	168	2.9388620400675007
Wdr5	R1	0	1.8910192961856869
Wdr5	R1	24	1.202717379981948
Wdr5	R1	48	1.4475564836897128
Wdr5	R1	72	2.043594707649057
Wdr5	R1	96	2.217703429385605
Wdr5	R1	120	1.962689435842077
Wdr5	R1	168	2.481730062495067
Wnt3a	E14	0	0.6158699192684618
Wnt3a	E14	24	-0.0
Wnt3a	E14	48	0.2894003983960465
Wnt3a	E14	72	-0.0
Wnt3a	E14	96	-0.0
Wnt3a	E14	120	0.38360375205648845
Wnt3a	E14	168	-0.0
Wnt3a	R1	0	0.21751406006836527
Wnt3a	R1	24	-0.0
Wnt3a	R1	48	-0.0
Wnt3a	R1	72	0.26925171237503803
Wnt3a	R1	96	-0.0
Wnt3a	R1	120	0.16604753169460829
Wnt3a	R1	168	0.5400964247062132
Wnt5a	E14	0	0.32686363867544266
Wnt5a	E14	24	0.30073388552177427
Wnt5a	E14	48	0.9334370079697478
Wnt5a	E14	72	1.6105086864141565
Wnt5a	E14	96	0.5180261204382823
Wnt5a	E14	120	0.9114800196272903
Wnt5a	E14	168	1.1705139468203618
Wnt5a	R1	0	-0.0
Wnt5a	R1	24	1.1837437742677586
Wnt5a	R1	48	0.45806076313059013
Wnt5a	R1	72	0.2739087442707669
Wnt5a	R1	96	-0.0
Wnt5a	R1	120	0.2893279264658239
Wnt5a	R1	168	1.107265198032878
Zfp281	E14	0	0.8138522943124129
Zfp281	E14	24	1.6968750956979943
Zfp281	E14	48	1.5882930753678335
Zfp281	E14	72	1.783069327623904
Zfp281	E14	96	1.1255143987976532
Zfp281	E14	120	1.6966332155106747
Zfp281	E14	168	1.78604615204936
Zfp281	R1	0	1.4035047679823611
Zfp281	R1	24	1.3341875810779265
Zfp281	R1	48	1.488175967293492
Zfp281	R1	72	2.1289078357914955
Zfp281	R1	96	0.9148063734316181
Zfp281	R1	120	1.437209476262617
Zfp281	R1	168	1.5990431134075336
Zfp42	E14	0	1.2137283771756242
Zfp42	E14	24	2.005493184040026
Zfp42	E14	48	1.118138979996591
Zfp42	E14	72	1.9165135353200682
Zfp42	E14	96	1.4463939491451305
Zfp42	E14	120	1.2204700246699078
Zfp42	E14	168	0.9568034385818572
Zfp42	R1	0	1.3654987143522692
Zfp42	R1	24	1.8151437741557563
Zfp42	R1	48	0.9442120439952448
Zfp42	R1	72	1.5933253357270893
Zfp42	R1	96	2.0984006170240974
Zfp42	R1	120	2.0844538406217366
Zfp42	R1	168	1.7515532467348303
